"","Species","Group","Treatment","Set","Individual","X.ray_proportion_viable","TTC_proportion_viable","TTC_num_viable","Total_seeds","Total_germination","Time_to_germ","Time_to_finish","Day01","Day02","Day03","Day04","Day05","Day06","Day07","Day08","Day09","Day10","Day11","Day12","Day13","Day14","Day15","Day16","Day17","Day18","Day19","Day20","Day21","Day22","Day23","Day24","Day25","Day26","Day27","Day28","Day29","Day30","Day31","Day32","Day33","Day34","Day35","Day36","Day37","Day38","Day39","Day40","Day41","Day42","Day43","Day44","Day45","Day46","Day47","Day48","Day49","Day50","Day51","Day52","Day53","Day54","Day55","Day56","Day57","Day58","Day59","Day60","Day61","Proportion_germ","Perc50","t50","firstgerm","lastgerm","timespread","Latitude","Collection_year","seed_weight","seed_wt_mg","Fire_freq","Last_fire","TSF","FPC","Precip","Temp","TWI"
"407","torulosa","lowfi","Smoke",2,"WPS59",0.87,1,0,20,20,8,20,0,0,0,0,0,0,0,0.05,0.05,0.35,0.35,0.35,0.55,0.55,0.8,0.8,0.8,0.8,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,11,8,0,0,-27.4515,2023,0.00543,5.43,1,2002,21,55.2555541992188,48.1283836364746,412.649200439453,7.218430519104
"408","torulosa","lowfi","Smoke",2,"WPS61",0.96,1,0,20,20,8,20,0,0,0,0,0,0,0,0.45,0.45,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,8,8,0,0,-27.45141,2023,0.00437,4.37,1,2002,21,49.033332824707,48.1283836364746,412.649200439453,7.26546669006348
"409","torulosa","lowfi","Smoke",2,"WPS73",0.77,0.85,0,20,17,8,13,0,0,0,0,0,0,0,0.15,0.15,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,10,8,0,0,-27.45428,2023,0.0042,4.2,1,2002,21,49.0611114501953,48.5783843994141,413.824310302734,9.10210227966309
"410","torulosa","lowfi","Smoke",2,"WPS77",0.58,0.65,0,20,13,8,10,0,0,0,0,0,0,0,0.45,0.45,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,8,8,0,0,-27.45668,2023,0.00704,7.04,1,2002,21,57.6388893127441,48.1853561401367,412.718963623047,6.26615715026855
"411","torulosa","lowfi","Smoke",2,"WPS78",0.83,0.95,0,20,19,10,20,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,10,0,0,-27.45692,2023,0.00466,4.66,1,2002,21,58.6833343505859,48.1853561401367,412.718963623047,6.63084650039673
"412","torulosa","lowfi","Smoke",2,"WPS112",0.92,0.85,0,20,17,8,10,0,0,0,0,0,0,0,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,8,8,0,0,-27.97787,2023,0.00696,6.96,4,2022,1,53.5611114501953,43.8064079284668,412.044982910156,4.47192478179932
"413","torulosa","lowfi","Smoke",2,"WPS113",0.86,0.85,0,20,17,6,8,0,0,0,0,0,0.65,0.65,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,6,6,0,0,-27.97803,2023,0.00477,4.77,2,2022,1,53.5611114501953,43.8064079284668,412.044982910156,4.47192478179932
"414","torulosa","lowfi","Smoke",2,"WPS123",0.88,0.9,0,20,18,8,20,0,0,0,0,0,0,0,0.4,0.4,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,8,8,0,0,-28.23708,2023,0.00415,4.15,3,2020,3,43.3055572509766,47.696216583252,395.394653320312,6.28391599655151
"415","torulosa","lowfi","Smoke",2,"WPS148",0.89,0.75,0,20,15,8,13,0,0,0,0,0,0,0,0.6,0.6,0.7,0.7,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,8,8,0,0,-28.2404,2023,0.0036,3.6,3,2017,6,52.0611114501953,46.2311897277832,388.407775878906,4.62726974487305
"416","torulosa","lowfi","Smoke",2,"WPS150",0.9,1,0,20,20,8,13,0,0,0,0,0,0,0,0.75,0.75,0.95,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,8,8,0,0,-28.2408,2023,0.00543,5.43,3,2017,6,53.0999984741211,46.2311897277832,388.407775878906,4.96062898635864
"417","torulosa","lowfi","Smoke",2,"WPS168",0.94,1,0,20,20,8,17,0,0,0,0,0,0,0,0.5,0.5,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,8,8,0,0,-28.2779,2023,0.00474,4.74,0,2011,12,NA,47.2699813842773,397.256683349609,6.18988466262817
"418","torulosa","lowfi","Smoke",2,"WPS174",0.97,1,0,20,20,6,10,0,0,0,0,0,0.2,0.2,0.9,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,8,6,0,0,-28.27774,2023,0.00639,6.39,0,2011,12,45.533332824707,47.2699813842773,397.256683349609,6.33425855636597
"419","torulosa","lowfi","Smoke",2,"WPS196",0.4,0.45,1,20,8,8,15,0,0,0,0,0,0,0,0.25,0.25,0.3,0.3,0.3,0.35,0.35,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.2,11,8,0,0,-28.23409,2023,0.0042,4.2,3,2020,3,NA,44.6183815002441,387.48681640625,6.64739942550659
"420","torulosa","lowfi","Smoke",2,"WPS202",0.89,0.85,0,20,17,6,13,0,0,0,0,0,0.2,0.2,0.7,0.7,0.75,0.75,0.75,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,8,6,0,0,-28.23517,2023,0.00614,6.14,3,2017,6,64.0944442749023,44.6183815002441,387.48681640625,7.41158008575439
"421","torulosa","lowfi","80+smoke",2,"WPS60",0.93,0.95,0,20,19,10,15,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,10,0,0,-27.4514,2023,0.00564,5.64,1,2002,21,53.0666656494141,48.1283836364746,412.649200439453,7.218430519104
"422","torulosa","lowfi","80+smoke",2,"WPS61",0.96,0.95,0,20,19,8,10,0,0,0,0,0,0,0,0.45,0.45,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,8,8,0,0,-27.45141,2023,0.00437,4.37,1,2002,21,49.033332824707,48.1283836364746,412.649200439453,7.26546669006348
"423","torulosa","lowfi","80+smoke",2,"WPS62",0.93,0.9,0,20,18,8,10,0,0,0,0,0,0,0,0.25,0.25,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,10,8,0,0,-27.45252,2023,0.00521,5.21,1,2002,21,47.2999992370605,48.5783843994141,413.824310302734,8.1999626159668
"424","torulosa","lowfi","80+smoke",2,"WPS73",0.77,0.8,0,20,16,8,10,0,0,0,0,0,0,0,0.3,0.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.4,10,8,0,0,-27.45428,2023,0.0042,4.2,1,2002,21,49.0611114501953,48.5783843994141,413.824310302734,9.10210227966309
"425","torulosa","lowfi","80+smoke",2,"WPS78",0.83,0.95,0,20,19,10,13,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,10,0,0,-27.45692,2023,0.00466,4.66,1,2002,21,58.6833343505859,48.1853561401367,412.718963623047,6.63084650039673
"426","torulosa","lowfi","80+smoke",2,"WPS82",0.9,0.75,1,20,14,8,10,0,0,0,0,0,0,0,0.4,0.4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.35,8,8,0,0,-27.45526,2023,0.00461,4.61,1,2002,21,52.538890838623,48.5783843994141,413.824310302734,7.83924055099487
"427","torulosa","lowfi","80+smoke",2,"WPS84",0.89,0.85,0,20,17,8,13,0,0,0,0,0,0,0,0.5,0.5,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,8,8,0,0,-27.45558,2023,0.00529,5.29,1,2002,21,45.1222229003906,48.5783843994141,413.824310302734,7.39621448516846
"428","torulosa","lowfi","80+smoke",2,"WPS113",0.86,0.95,0,20,19,8,13,0,0,0,0,0,0,0,0.75,0.75,0.9,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,8,8,0,0,-27.97803,2023,0.00477,4.77,2,2022,1,53.5611114501953,43.8064079284668,412.044982910156,4.47192478179932
"429","torulosa","lowfi","80+smoke",2,"WPS122",0.8,0.85,0,20,17,8,17,0,0,0,0,0,0,0,0.65,0.65,0.75,0.75,0.75,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,8,8,0,0,-28.23712,2023,0.00453,4.53,3,2020,3,43.3055572509766,47.696216583252,395.394653320312,6.43612623214722
"430","torulosa","lowfi","80+smoke",2,"WPS123",0.88,0.7,1,20,13,10,31,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.45,0.45,0.55,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,12,10,0,0,-28.23708,2023,0.00415,4.15,3,2020,3,43.3055572509766,47.696216583252,395.394653320312,6.28391599655151
"431","torulosa","lowfi","80+smoke",2,"WPS130",0.89,0.9,0,20,18,8,13,0,0,0,0,0,0,0,0.5,0.5,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,8,8,0,0,-28.23598,2023,0.00471,4.71,3,2020,3,44.2555541992188,47.696216583252,395.394653320312,6.62338781356812
"432","torulosa","lowfi","80+smoke",2,"WPS147",0.82,0.95,0,20,19,8,15,0,0,0,0,0,0,0,0.2,0.2,0.85,0.85,0.85,0.9,0.9,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,8,0,0,-28.24059,2023,0.00645,6.45,3,2017,6,52.1888885498047,46.2311897277832,388.407775878906,4.62726974487305
"433","torulosa","lowfi","80+smoke",2,"WPS149",0.83,0.95,0,20,19,8,15,0,0,0,0,0,0,0,0.1,0.1,0.45,0.45,0.45,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.475,10,8,0,0,-28.24038,2023,0.00386,3.86,3,2017,6,52.2722206115723,46.2311897277832,388.407775878906,4.81174039840698
"434","torulosa","lowfi","80+smoke",2,"WPS175",0.28,0.2,0,20,4,10,13,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,12,10,0,0,-28.2781,2023,0.00403,4.03,0,2011,12,48.2444458007812,47.2699813842773,397.256683349609,6.44592618942261
"435","torulosa","lowfi","80+smoke",2,"WPS197",0.77,0.85,0,20,17,8,10,0,0,0,0,0,0,0,0.6,0.6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.425,8,8,0,0,-28.23359,2023,0.00342,3.42,3,2020,3,NA,44.6183815002441,387.48681640625,6.95754146575928
"436","torulosa","lowfi","95+smoke",2,"WPS58",0.64,0.55,1,20,10,10,13,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,12,10,0,0,-27.45166,2023,0.00269,2.69,1,2002,21,49.4444427490234,48.1283836364746,412.649200439453,7.27739000320435
"437","torulosa","lowfi","95+smoke",2,"WPS61",0.96,1,0,20,20,10,13,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,10,10,0,0,-27.45141,2023,0.00437,4.37,1,2002,21,49.033332824707,48.1283836364746,412.649200439453,7.26546669006348
"438","torulosa","lowfi","95+smoke",2,"WPS65",0.85,0.7,1,20,13,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.325,13,13,0,0,-27.4528,2023,0.00494,4.94,1,2002,21,50.6277770996094,48.1283836364746,412.649200439453,7.78765535354614
"439","torulosa","lowfi","95+smoke",2,"WPS71",0.87,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,11,10,0,0,-27.45435,2023,0.0037,3.7,1,2002,21,47.9833335876465,48.1283836364746,412.649200439453,9.9548978805542
"440","torulosa","lowfi","95+smoke",2,"WPS73",0.77,0.75,0,20,15,10,15,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.7,0.7,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,11,10,0,0,-27.45428,2023,0.0042,4.2,1,2002,21,49.0611114501953,48.5783843994141,413.824310302734,9.10210227966309
"441","torulosa","lowfi","95+smoke",2,"WPS77",0.58,0.75,0,20,15,10,13,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,10,10,0,0,-27.45668,2023,0.00704,7.04,1,2002,21,57.6388893127441,48.1853561401367,412.718963623047,6.26615715026855
"442","torulosa","lowfi","95+smoke",2,"WPS84",0.89,0.9,0,20,18,8,13,0,0,0,0,0,0,0,0.15,0.15,0.65,0.65,0.65,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,10,8,0,0,-27.45558,2023,0.00529,5.29,1,2002,21,45.1222229003906,48.5783843994141,413.824310302734,7.39621448516846
"443","torulosa","lowfi","95+smoke",2,"WPS112",0.92,0.7,0,20,14,10,15,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.35,13,10,0,0,-27.97787,2023,0.00696,6.96,4,2022,1,53.5611114501953,43.8064079284668,412.044982910156,4.47192478179932
"444","torulosa","lowfi","95+smoke",2,"WPS114",0.7,0.1,1,20,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.025,23,13,0,0,-27.97806,2023,0.0028,2.8,2,2022,1,49.8277778625488,43.8064079284668,412.044982910156,4.42528676986694
"445","torulosa","lowfi","95+smoke",2,"WPS138",0.8,0.8,1,20,15,10,20,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.25,0.25,0.4,0.4,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.375,12,10,0,0,-28.23813,2023,0.00338,3.38,0,2004,19,36.7032241821289,49.6796493530273,398.963623046875,9.74784755706787
"446","torulosa","lowfi","95+smoke",2,"WPS148",0.89,0.55,0,20,11,8,20,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.25,0.25,0.4,0.4,0.45,0.45,0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.275,12,8,0,0,-28.2404,2023,0.0036,3.6,3,2017,6,52.0611114501953,46.2311897277832,388.407775878906,4.62726974487305
"447","torulosa","lowfi","95+smoke",2,"WPS149",0.83,0.9,0,20,18,10,15,0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0.7,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.45,12,10,0,0,-28.24038,2023,0.00386,3.86,3,2017,6,52.2722206115723,46.2311897277832,388.407775878906,4.81174039840698
